nroInscricao,nota,data,cidade,nomeEscola
1604,365,25/08/2006,Feira de Santana,PAULO ROLIM LOUREIRO DO
1605,508.3,26/08/2006,,FRANCISCA BATISTA TRIND
1813,447.4,27/08/2006,Embu das Artes,JOSE SYLVIO CIMINO PROF
1606,335.6,28/08/2006,Ipojuca,MILTON CERNACH PROFESSO
1607,601.1,29/08/2006,Salvador,ROBERTO ALVES DOS SANTO
1608,,30/08/2006,Sao Vicente,FRANCISCO ANTUNES FILHO
1609,,31/08/2006,Sao Luis,ODETE FERNANDES PINTO D
1610,589.3,01/09/2006,Socorro,WALDEMAR FREIRE VERAS V
1611,832.9,02/09/2006,Fortaleza,ALICE CHUERY PROFESSORA
1612,446.2,,Sao Paulo,CLARICE LISPECTOR
1613,386.9,04/09/2006,Feira de Santana,JOAO ALVARES DE SIQUEIR
1910,,05/09/2006,,JOAO CRISPINIANO SOARES
1614,511,06/09/2006,Sao Jose do Vale d,JAIR MIRANDA DOUTOR
1615,440.5,07/09/2006,Sao Paulo,HOMERO RUBENS DE SA PRO
1616,460.5,08/09/2006,Salvador,FABIO FANUCCHI PROFESSO
1617,346.6,,Niteroi,ZILDA ROMEIRO PINTO MOR
1618,,10/09/2006,Itabuna,BRUNO RICCO PADRE
1970,,11/09/2006,Ituverava,CHYO YAMAMOTO DONA
1619,507.3,12/09/2006,Toledo,ARTHUR MARRET PROFESSOR
1971,676.8,,,ILIA ZILDA INNOCENTI BL
1620,,14/09/2006,Santa Barbara do S,SANDI MIYAKE CAPITAO AV
1639,,15/09/2006,Salvador,JOAO DE ALMEIDA BARBOSA
1640,340.6,16/09/2006,,VALENTIN GONZALEZ ALONS
1641,,,Juiz de Fora,JOAO RIBEIRO DE BARROS 
1642,714.3,18/09/2006,Maceio,ROBERTO HIPOLITO DA COS
1770,543,19/09/2006,Salvador,ANTONIO VIANA DE SOUZA 
1771,,20/09/2006,Sao Luis,WASHINGTON LUIZ PEREIRA
1643,585.8,,Maracas,CID AUGUSTO GUELLI PROF
1644,,22/09/2006,Belo Horizonte,ESLI GARCIA DINIZ PROF
1645,506.6,23/09/2006,Campo Grande,RENE DE OLIVEIRA BARBOS
1646,486.9,24/09/2006,,JOAO CAVALHEIRO SALEM P
1647,417.6,25/09/2006,Caxias do Sul,GUILHERMINO RODRIGUES D
1648,450.6,26/09/2006,Curitiba,OSWALDO SAMPAIO ALVES
1649,505.3,,Sao Paulo,AUGUST JOHANNES FERDINA
1650,516.4,,Belford Roxo,THEREZINHA CLOSA ELEUTE
1651,,29/09/2006,,AMADEU RODRIGUES NORTE
1652,731,30/09/2006,Sao Bento do Sapuc,ESTEVAM DIAS TAVARES PR
1772,574.7,01/10/2006,Petrolina,VICENTE MELRO
1653,487.5,02/10/2006,Paverama,HAROLDO VELOSO BRIGADEI
1696,,,Rio de Janeiro,GUILHERMINO MENDES DE A
1654,467.6,04/10/2006,Brasilia,LAURENTINA LORENA CORRE
1655,,05/10/2006,,MARIA SANTOS BAIRAO PRO
1656,642.8,06/10/2006,Sao Roque do Canaa,GABRIELA FREIRE LOBO PR
1657,410.9,,,APRIGIO DE OLIVEIRA
1658,,08/10/2006,Contagem,ADHEMAR BOLINA PROFESSO
1659,461,09/10/2006,Santana de Parnaib,PRESIDENTE VARGAS ETE
1660,637.1,,Juazeiro do Norte,SENTARO TAKAOKA DOUTOR
1697,543.3,11/10/2006,Simoes Filho,SEBASTIAO DE CASTRO PRO
1661,428.2,12/10/2006,Belem,RODOLPHO MEHLMANN PROF
1662,489.1,13/10/2006,Cassia,PEDRO MALOZZE
1663,609.2,14/10/2006,Santo Andre,LEONOR DE OLIVEIRA MELL
1664,380,15/10/2006,Sao Luis,LAURINDA CARDOSO MELLO 
1665,,16/10/2006,Paulista,JOAO CARDOSO DOS SANTOS
1666,,17/10/2006,Dourados,GALDINO PINHEIRO FRANCO
1667,735.3,18/10/2006,Vicosa,GABRIEL PEREIRA
1668,487,19/10/2006,Rio de Janeiro,FRANCISCO DE SOUZA MELL
1669,423.4,20/10/2006,Sao Paulo,FRANCISCO FERREIRA LOPE
1670,469.5,21/10/2006,,FIRMINO LADEIRA PROFESS
1671,460.5,,Belo Horizonte,OLGA CHAKUR FARAH PROFE
1698,501.5,23/10/2006,,ELISIARIO PINTO DE MORA
1672,461.6,24/10/2006,Guaruja,ROBERTO FEIJO DOUTOR
1673,548.4,25/10/2006,Encantado,ANTONIO LERARIO
1674,409,26/10/2006,Recife,GETULIO VARGAS PRESIDEN
1675,473.9,,,ARISTOTELES DE ANDRADE 
1699,461.2,28/10/2006,Aparecida de Goian,ARLINDO AQUINO DE OLIVE
1857,521.2,29/10/2006,Ubirata,BENEDITO BORGES VIEIRA 
1972,423.5,30/10/2006,Sertaozinho,ADELINO BORGES VIEIRA
1858,514.1,31/10/2006,Salvador,MARIA RODRIGUES GONCALV
1700,589.5,01/11/2006,,BENEDITO DE SOUZA LIMA
1859,558.3,02/11/2006,,CELIA PINHEIRO FRANCO P
1701,464,,,DEODATO WERTHEIMER DOUT
1911,486,,Gravata,ALMEIDA CORONEL
1860,659.8,05/11/2006,Ribeirao Preto,AMERICO SUGAI
1861,431.4,06/11/2006,Sao Paulo,ANTONIO OLEGARIO DOS SA
1702,497.1,07/11/2006,,MARIA ISABEL DOS SANTOS
1912,551.2,,,CAMILO FAUSTINO DE MELL
1703,357.4,,,WASHINGTON LUIZ DOUTOR
1913,419.8,10/11/2006,Fortaleza,MORATO DE OLIVEIRA DOUT
1973,374.5,11/11/2006,,MANUEL DOS SANTOS PAIVA
1862,418.2,12/11/2006,Sao Paulo,LEOLINO DOS SANTOS VERE
1914,,13/11/2006,Ribeirao das Neves,DAVID JORGE CURI PROFES
1974,564.3,14/11/2006,Ribeirao Preto,RAUL BRASIL PROFESSOR
1975,,15/11/2006,Feira de Santana,ROBERTO BIANCHI
1915,330.5,16/11/2006,,BERTHA CORREA E CASTRO 
1863,508,17/11/2006,Wenceslau Braz,BENEDITA GARCIA DA CRUZ
1916,458.6,18/11/2006,,BRASILIO MACHADO NETO C
1704,580.2,19/11/2006,,EUSTAQUIO PADRE
1705,,20/11/2006,Salvador,ZEIKICHI FUKUOKA
1706,418.7,21/11/2006,Cidade Ocidental,ANIS FADUL DOUTOR
1707,446.7,22/11/2006,Florianopolis,CARLOS MOLTENI PROFESSO
1708,376.3,23/11/2006,,ZILDA BRACONI AMADOR PR
1976,633.2,24/11/2006,,EUGENIO VICTORIO DELIBE
1977,666.1,25/11/2006,Campina Grande,BENEDITO VIEIRA DA MOTA
1709,479.9,26/11/2006,Valenca,JOSE GAMA DE MIRANDA
1917,377.6,27/11/2006,,ITALO ADAMI
1710,404.6,,,HOMERO FERNANDO MILANO
1711,409,29/11/2006,Balsas,ODILA LEITE DOS SANTOS 
1918,633.5,,Santo Andre,TOKUZO TERAZAKI
1919,419,01/12/2006,Betim,HELENA ZERRENNER
1920,,02/12/2006,Franca,GERALDO JUSTINIANO DE R
1921,454.7,03/12/2006,Salvador,GIOVANNI BATTISTA RAFFO
1712,508.3,,Baixio,LUIZ BIANCONI
1713,421.1,05/12/2006,,CARLINDO REIS
1714,,,,ALFREDO FROES NETO DR
1715,488.5,07/12/2006,Paracatu,EDIR DO COUTO ROSA PROF
1716,377,08/12/2006,Custodia,LANDIA SANTOS BATISTA P
1717,502,09/12/2006,Olinda,MARIA MARGARIDA ABREU F
1718,716.3,10/12/2006,Barra Mansa,IGNES CORREA ALLEN PROF
1814,,,Nazare da Mata,IIJIMA
1719,547.8,12/12/2006,Porto Alegre,EDINA ALVARES BARBOSA P
1720,500.4,13/12/2006,Tubarao,SIMON SWITZAR PADRE
1721,612.3,14/12/2006,Jandaia,JOSE ANTONIO BORTOLOZZO
1722,369.1,15/12/2006,,MARGARIDA DE CAMILLIS
1723,442.6,16/12/2006,Santa Maria,BATUIRA
1724,327.9,17/12/2006,Rio de Janeiro,MERCIA ARTIMOS MARON PR
1725,,18/12/2006,Varginha,NICEIA ALBARELLO FERRAR
1726,377,19/12/2006,Gravatai,MARIO SANTALUCIA DR
1864,643.8,20/12/2006,Sorocaba,LYDES RACHEL GUTIERRES 
1727,,21/12/2006,,JOSE ARTIGAS GENERAL
1922,564.7,22/12/2006,,JOAO RAMALHO
1865,434.1,23/12/2006,Brasilia,ANTONIETA BORGES ALVES 
1728,666.5,24/12/2006,Brasilia,ANTONIO BRANCO RODRIGUE
1729,,,Recife,JARDIM ANA SOFIA
1730,703,26/12/2006,,SERGIO BUARQUE DE HOLAN
1866,,27/12/2006,Uberlandia,ALDEMIR DE SOUZA CASTRO
1731,370.2,28/12/2006,,MARIA CAROLINA CASINI C
1732,564.8,29/12/2006,,EVANDRO CAIAFA ESQUIVEL
1773,478.5,30/12/2006,,OSVALDO GIACOIA DOUTOR
1815,430.7,31/12/2006,,RAUL SADDI
1816,371.5,01/01/2007,Sao Paulo,ZILDA GOMES DOS REIS DE
1774,598.6,02/01/2007,Farroupilha,FILINTO MULLER SENADOR
1775,,03/01/2007,Campo Grande,FABIO EDUARDO RAMOS ESQ
9928,449.5,,,ARLINDO BETIO
10822,466.5,,Camocim de Sao Fel,PEDRO MADOGLIO PROFESSO
10030,379.9,06/01/2007,Hidrolandia,SIMON BOLIVAR
10031,387.1,,Sao Carlos,ANA CONSUELO GARCIA PER
10767,562,08/01/2007,Jundiai,MANOEL CACAO PROFESSOR
9929,,09/01/2007,Serra,THEREZINHA SARTORI PROF
9930,,,Coxixola,IRACEMA DE BARROS BERTO
10142,,,Brasilia,ANTONIO MESSIAS SZYMANS
10823,454.3,12/01/2007,Pelotas,LUIS WASHINGTON VITA PR
10601,740.6,13/01/2007,Sao Paulo,DELFINO RIBEIRO GUIMARA
10661,401.6,14/01/2007,Salvador,EMIKO FUJIMOTO PROFESSO
10602,446.6,,Joao Pessoa,EMILIO SORTINO COMENDAD
10662,771.6,16/01/2007,Araxa,RUTH NEVES SANT ANNA PR
9931,532,,Uberlandia,MARILENE DE OLIVEIRA AC
10486,438.6,18/01/2007,Caruaru,FRANCISCO ARNONI PREFEI
10663,708.2,19/01/2007,Campos dos Goytaca,JORGE MARCOS DE OLIVEIR
10427,414.6,20/01/2007,Maceio,SYLVIO GUERATTO
10428,505.2,21/01/2007,Salvador,ODILA BENTO MIRARCHI PR
10664,,22/01/2007,Sao Paulo,CARLOS DRUMMOND DE ANDR
10603,383.6,,,ANTONIO PRADO JUNIOR
10665,414.6,,,WALT DISNEY
10716,533,25/01/2007,,MAUA VISCONDE DE
10666,751.4,26/01/2007,Goiania,ADELAIDE ESCOBAR BUENO 
10604,514.7,27/01/2007,,MARIA ELENA COLONIA PRO
9817,642.7,28/01/2007,Salvador,JOSE ROMEU DA SILVA
10717,696.9,29/01/2007,Sao Paulo,EMILIA CREM DOS SANTOS 
10032,576.2,30/01/2007,,ARISTIDES AUGUSTO FERNA
10605,372.4,31/01/2007,Linhares,EZILDA NASCIMENTO FRANC
10667,646.2,01/02/2007,Belem,MARCELINA MARIA DA SILV
10718,,,Pouso Alegre,IRACEMA CREM PROFESSORA
10201,384.6,,Rio de Janeiro,CLODOALDO PORTUGAL CARI
10719,,04/02/2007,,MIRNA LOIDE CORREIA FER
10143,605.8,05/02/2007,Santo Andre,IRENE DA SILVA COSTA PR
10720,,06/02/2007,Londrina,MARIA JOSEFINA KUHLMANN
10317,,07/02/2007,Itumbiara,GIUSEPPE PISONI PADRE
10543,,08/02/2007,Vespasiano,SHISUKO IOSHIDA NIWA PR
10606,455.8,09/02/2007,Santiago,CASEMIRO DA ROCHA SENAD
10544,,10/02/2007,,LEICO AKAISHI PROFESSOR
10768,341.7,11/02/2007,,AFONSO ARINOS SENADOR
10876,389.1,12/02/2007,Salvador,NAYME CARDIM PROFESSORA
10144,,13/02/2007,Contagem,JOAO GAUDENCIO MAININE 
10545,443.3,14/02/2007,Ribeirao das Neves,MARIA PASTANA MENATO PR
10607,467.6,15/02/2007,Manaus,CASSIANO RICARDO
10608,422.8,16/02/2007,Contagem,JOSE GASPAR DOM
10609,420.4,17/02/2007,Palmas,ALVARO DE SOUZA VIEIRA
10610,,18/02/2007,Jundiai,FELICIO LAURITO DOUTOR
10668,411.6,19/02/2007,Sao Sebastiao do C,FORTUNATO PANDOLFI ARNO
10033,649.7,20/02/2007,Currais Novos,JUDITH FERREIRA PIVA PR
9818,592.6,21/02/2007,Novo Horizonte,MANOEL GONCALVES PROF
9595,516.3,22/02/2007,Duque de Caxias,GABRIEL OSCAR DE AZEVED
9774,,24/04/2007,,
9596,325.4,,Natal,CLOTILDE PELUSO PROFESS
9597,516.7,24/02/2007,Irece,PAULO SINNA PROFESSOR
9770,409.3,25/02/2007,Chapeco,CELSO GAMA DOUTOR
9598,623.1,26/02/2007,Goiania,ODYLO COSTA FILHO
9771,,27/02/2007,Lauro de Freitas,VALENTIM AMARAL DEPUTAD
9707,396.6,28/02/2007,Cachoeira do Sul,JOSE AUGUSTO DE AZEVEDO
9599,416.6,01/03/2007,Recife,LUIZ LOBO NETO DOUTOR
9819,451.1,02/03/2007,Sao Joao de Meriti,CRISTINA FITTIPALDI PRO
9708,,03/03/2007,Santa Luzia,CLOTHILDE MARTINS ZANEI
9709,681.7,04/03/2007,,PAULO VI PAPA
9600,,05/03/2007,Sao Paulo,LUIZ MARTINS
9710,,06/03/2007,,CARLOS DE CAMPOS DOUTOR
9601,453.7,07/03/2007,Goiania,GENEROSO ALVES DE SIQUE
9711,766.4,08/03/2007,Fortaleza,ENNIO MARIO BASSALHO DE
9712,552,09/03/2007,,NADIR LESSA TOGNINI PRO
9772,497.7,10/03/2007,,JOSE CARLOS ANTUNES PRO
9713,463.6,11/03/2007,Brodowski,OITO DE ABRIL
9714,,12/03/2007,,RENER CARAM PROFESSOR
9602,624,13/03/2007,Guarapuava,OVIDIO PIRES DE CAMPOS 
9878,,14/03/2007,Sao Goncalo do Ama,AGNALDO SEBASTIAO VIEIR
9977,,15/03/2007,Fortaleza,ANTONIO DE CAMPOS GONCA
11792,797.3,,Fortaleza,VALDOMIRO SILVEIRA
10669,580.3,17/03/2007,Sao Paulo,AMERICO BRASILIENSE DOU
10721,447,18/03/2007,Palmas,BENEDITO GOMES DE ARAUJ
10546,770.3,,Sorocaba,JULIO DE MESQUITA ETE
10670,388.4,,Marilia,MANOEL GRANDINI CASQUEL
10547,813.3,21/03/2007,Recife,SERGIO MILLIET DA COSTA
10548,428.1,22/03/2007,Sao Paulo,
10549,699.7,23/03/2007,Imbituba,JOSE BRANCAGLIONE PROFE
10550,556.9,24/03/2007,Diadema,ANTONIO ADIB CHAMMAS
11907,,25/03/2007,,HOMERO THON
11733,,26/03/2007,Camaragibe,JOAO GALEAO CARVALHAL S
12536,860.3,27/03/2007,Ribeirao Preto,JENI APPRILANTE PROFESS
10034,486.9,,Teresina,MATEUS BISPO DOM
10487,443.4,29/03/2007,,FERNANDO FEBELIANO DA C
10429,490.4,30/03/2007,Sao Paulo,MANOEL DA COSTA NEVES P
10611,,,,JOSE COURY DR ETE
10488,615.6,01/04/2007,,JORGE COURY DOUTOR
10671,430.2,02/04/2007,Ribeirao Preto,SAMUEL DE CASTRO NEVES 
9978,,03/04/2007,Pojuca,EROTIDES DE CAMPOS PROF
9820,,04/04/2007,,JOSE MARTINS DE TOLEDO 
9879,,05/04/2007,Brasilia,PEDRO CREM FILHO PROFES
9880,,06/04/2007,Itabuna,ANGELO FRANZIN
9932,635.6,07/04/2007,Belo Horizonte,ABIGAIL DE AZEVEDO GRIL
9881,418.3,08/04/2007,Sao Paulo,ANGELA MARIA DA PAIXAO 
12130,,09/04/2007,Rio de Janeiro,MARIO COVAS JUNIOR GOVE
9933,520.2,10/04/2007,Aracaju,BENEDITO DUTRA TEIXEIRA
9882,,11/04/2007,Santo Andre,CARLOS GUIMARAES DOUTOR
10318,506.5,,,JOSE JORGE NETO PROFESS
10551,,13/04/2007,Poa,PEDRINA PIRES ZADRA PRO
10430,,14/04/2007,Cuiaba,WASHINGTON LUIZ
10431,390.7,15/04/2007,Setubinha,QUEIROZ FILHO PROFESSOR
10672,365.7,16/04/2007,Jose de Freitas,LUIZ NARCISO GOMES DOUT
10432,409.5,17/04/2007,Corumba,JULIA COLOMBO DE ALMEID
10612,,18/04/2007,Vitoria,ASDRUBAL DA CUNHA GENER
10673,371.7,19/04/2007,Goiania,MARIA JOSE DE OLIVEIRA 
9883,342.6,20/04/2007,,WALDEMAR FERREIRA PROFE
10674,440.6,21/04/2007,Cuiaba,NOSSA SENHORA DE LORETO
10675,504.1,,Recife,PIRASSUNUNGA
9773,545.7,23/04/2007,Ituverava,FRANCO CORONEL
9979,495.7,25/04/2007,Sapucaia do Sul,ELOI CHAVES
9980,,,Itaiba,MARIA JOAQUINA DE ARRUD
10676,494.1,27/04/2007,Itaquaquecetuba,LAURO BARREIRA
10433,535.5,,Porto Alegre,NEWTON PRADO
10677,709.8,29/04/2007,,DJALMA FORJAZ DOUTOR
10722,,30/04/2007,Gramado,CAROLINA AUGUSTA SERAPH
10434,401.7,,Arara,MONSENHOR MARTINS
10723,,02/05/2007,,JOAQUIM SALLES CORONEL
10552,398.8,03/05/2007,Ouro Preto,ANTONIO SEBASTIAO DA SI
12074,537.5,04/05/2007,Sinop,DJILIAH CAMARGO DE SOUZ
10489,601.3,05/05/2007,,DIVA MARQUES GOUVEA PRO
10613,,,Alegre,JOAQUIM RIBEIRO
10724,528.3,07/05/2007,,JOSE FERNANDES PROFESSO
10614,363.8,08/05/2007,Porto Velho,PEDRO RAPHAEL DA ROCHA
9535,497.6,09/05/2007,Araraquara,ANTONIO LUCIANO DA FONS
9603,,10/05/2007,,JANIO QUADROS GOVERNADO
12075,569.4,11/05/2007,,MARCELLO SCHMIDT
9604,386.6,,Aramari,MARCELO DE MESQUITA PRO
10093,591.8,13/05/2007,Aparecida de Goian,JOAQUIM DE TOLEDO CAMAR
12076,,14/05/2007,,MARCIANO DE TOLEDO PIZA
9605,657.2,,Sao Paulo,JOAO BATISTA LEME PROFE
9821,488.5,,Brasilia,LAZARO FRANCO DE MORAES
9606,,,Fortaleza,MICHEL ANTONIO ALEM PRO
9648,,18/05/2007,,ODILON CORREA PROFESSOR
9649,,19/05/2007,Sao Carlos,RAUL FERNANDES CHANCELE
9607,512,,Cambuquira,JOSE LEVY CORONEL
9650,440.8,,Jacarei,JAMIL ABRAHAO SAAD
9775,342,,Rondonopolis,BARAO DE PIRACICABA
9608,544,23/05/2007,,DINAH LUCIA BALESTRERO 
9651,,24/05/2007,Rio de Janeiro,ARMANDO BAYEUX DA SILVA
9715,434.3,,Acucena,MARCELINO BRAGA CEL
9609,375.4,,,DINORA MARCONDES GOMES 
9610,374.4,27/05/2007,Jaboatao dos Guara,ANNA DE OLIVEIRA FERRAZ
9611,534,,Pompeia,BENTO DE ABREU
9716,492.3,,Piraquara,BENTO DE ABREU
9612,,30/05/2007,Cascavel,PEDRO MORGANTI COMENDAD
9652,416.3,31/05/2007,,ANTONIA EUGENIA MARTINS
9613,323,01/06/2007,,GERALDO HONORATO AZZI S
9614,579.4,02/06/2007,Sao Goncalo,GAVIAO PEIXOTO CONSELHE
9615,,03/06/2007,Osasco,LUZIA DE ABREU PROFA
9776,,04/06/2007,Santana,ALFREDO EVANGELISTA NOG
9653,,,Cerquilho,NARCISO DA SILVA CESAR
9717,421.4,,Sao Jose dos Pinha,JOAO PIRES DE CAMARGO D
9616,473.5,07/06/2007,Manaus,AUGUSTO DA SILVA CESAR 
9777,,08/06/2007,Uberlandia,FLORESTANO LIBUTTI
9654,588.9,09/06/2007,,VICTOR LACORTE PROF
9617,481.4,10/06/2007,Natal,DORIVAL ALVES
9618,,11/06/2007,,PRINCIPE DA PAZ ESCOLA 
9619,656.7,12/06/2007,Sao Carlos,ANTONIO JOAQUIM DE CARV
9655,322.4,13/06/2007,Rio de Janeiro,FERNANDO BRASIL PROF
9620,685,,,PEDRO JOSE NETO
9621,324.7,,Franca,JOAO MANOEL DO AMARAL
9822,553.1,16/06/2007,Caucaia,FRANCISCO PEDRO MONTEIR
9622,348.2,17/06/2007,,ABDALLA MIGUEL
9823,447.1,18/06/2007,Simoes Filho,LETICIA DE GODOY BUENO 
9824,,19/06/2007,Sao Paulo,ADOLPHO THOMAS DE AQUIN
9623,374.2,20/06/2007,,LEA DE FREITAS MONTEIRO
9718,511.5,21/06/2007,,ANTONIO LOURENCO CORREA
9719,428.6,22/06/2007,Sao Luis,JOAO BATISTA DE OLIVEIR
9720,442.2,,Sao Paulo,BENEDITO PEREIRA CARDOS
9825,474.1,24/06/2007,Alagoinhas,LEONOR MENDES DE BARROS
9624,577.1,,Betim,ENOCH GARCIA LEAL
9625,,,Ituiutaba,RAPHAEL BRANDAO CEL ETE
9626,478.6,27/06/2007,Sao Luis,ALMEIDA PINTO CORONEL
9721,514.7,28/06/2007,Sao Joao de Meriti,ALEXANDRE DE AVILA BORG
9627,,29/06/2007,,MARIA CARLITA S GUEDES 
9722,505.7,30/06/2007,Mar de Espanha,PAULINA NUNES DE MORAES
9628,378.9,,Barra Mansa,GALDINO DE CASTRO
9629,496.7,02/07/2007,Divinopolis,ALICE FONTOURA DE ARAUJ
9723,782.7,03/07/2007,Goiania,MARIO VIEIRA MARCONDES
9826,507.6,04/07/2007,,VILA ATLANTICA CRECHE M
9630,400.9,05/07/2007,Cocalzinho de Goia,LAMOUNIER DE ANDRADE
9656,536.3,06/07/2007,Cocal de Telha,SILVESTRE DE LIMA CORON
9778,457.4,07/07/2007,,ILZA IRMA MOELLER COPPI
9657,591.7,,Curitiba,FELICIO SAVASTANO PROFE
9658,468.7,09/07/2007,Sao Paulo,JORGE BARBOSA MOREIRA P
11450,377.5,10/07/2007,Pouso Alegre,JOSE VIEIRA MACEDO PROF
11451,424.4,11/07/2007,,ANA CANDIDA DE BARROS M
11104,557.1,12/07/2007,Santa Barbara d'Oe,PEDRO MAZZA PROFESSOR
10678,464.8,,Fortaleza,PEDRO MASCARENHAS DOUTO
10615,734.4,14/07/2007,Sao Joao de Meriti,EUCLIDES BUENO MIRAGAIA
10679,471.2,15/07/2007,,OLIMPIO CATAO
10680,415.4,16/07/2007,,FRANCISCO JOAO LEME
10616,,17/07/2007,Brasilia,YOSHIYA TAKAOKA
10681,448.8,18/07/2007,Natal,SANT ANA DO PARAIBA
10617,427.4,,Goiania,FRANCISCO GOMES DA SILV
10769,,20/07/2007,Goiania,JOAQUIM FRANCO DE ALMEI
10725,460.9,21/07/2007,Itaja,HERMINIA SILVA DE MESQU
10682,,22/07/2007,Atilio Vivacqua,ARMANDO D OLIVEIRA COBR
11563,331,23/07/2007,Parnaiba,MARIA LUIZA DE GUIMARAE
10726,435.2,,Cupira,WILMA RAGAZZI BOCCARDO 
10727,456.7,,,CARLOS PORTO CORONEL
10683,396.5,26/07/2007,Lavras,MAURICIO ANISSE CURY DO
10770,,,Brusque,POMPILIO MERCADANTE DR
10684,,28/07/2007,,DOROTHOVEO GASPAR VIANN
10685,666.9,29/07/2007,Farroupilha,JOAO FELICIANO
10686,380,30/07/2007,,ANTONIO JOSE DE SIQUEIR
10728,376.1,31/07/2007,Ribeirao das Neves,JOSE MARIOTTO FERREIRA 
9779,694.2,01/08/2007,Cascavel,EDUARDO JOSE DE CAMARGO
11734,536.1,02/08/2007,,SUELY ANTUNES DE MELLO 
11967,572.9,03/08/2007,Santa Cruz do Sul,RONDON MARECHAL
9780,,04/08/2007,Arroio do Tigre,RUI RODRIGUES DORIA DOU
12131,481.9,,Vinhedo,FRANCISCO PEREIRA DA SI
10877,560.4,,Sao Paulo,JOAO CURSINO
11793,675.6,07/08/2007,Itajai,BENEDITO RAMOS ARANTES 
10687,560.9,08/08/2007,Rio de Janeiro,JOSE BENTO CONEGO ETE
10729,459,09/08/2007,Alvorada,DIRCEU JUNQUEIRA DE SOU
10730,806.2,,Curitiba,CERQUEIRA CESAR DOUTOR
11794,406.5,11/08/2007,Sao Paulo,CESAR COSTA DEPUTADO
12478,583.8,12/08/2007,Curitiba,ROQUE DE CASTRO REIS PR
12650,411.1,,Corumba,JOAO ALVES MONSENHOR
10435,461.9,14/08/2007,Porangatu,QUIRINO DR
9315,490.7,15/08/2007,Paranaiba,JUVENAL DA COSTA E SILV
10202,624.2,16/08/2007,Fortaleza,FRANCISCA MOURA LUZ PER
10145,522.8,,,QUEIROZ CORONEL
9724,516.7,18/08/2007,Aparecida de Goian,JOAO GONCALVES BARBOSA 
10146,539.5,19/08/2007,Fortaleza,FIGUEIRA DE TOLEDO
12077,,20/08/2007,Nova Crixas,JACQUES FELIX
12078,615.6,21/08/2007,,JOSE DE MOURA REZENDE M
12537,468.1,22/08/2007,Nova Friburgo,LOPES CHAVES DR
12423,788.7,23/08/2007,Fortaleza,AMADOR BUENO DA VEIGA
12479,393.3,24/08/2007,Mococa,AMALIA GARCIA RIBEIRO P
12651,543.8,25/08/2007,Goiania,LUIZ AUGUSTO DA SILVA P
10490,438.9,26/08/2007,Uaua,BERNARDINO QUERIDO PROF
10553,,,Palmas,MANUEL CABRAL
10554,678,,Caratinga,MONTEIRO LOBATO
10094,,29/08/2007,Fortaleza,URBANO ALVES DE SOUZA P
12366,,30/08/2007,Salvador,ANTONIO MAGALHAES BASTO
11393,,,Rio de Janeiro,MARIO CARDOSO FRANCO PR
12367,,01/09/2007,,NEWTON CAMARA LEAL BARR
11394,522.5,02/09/2007,Maringa,MACHADO DE ASSIS ETE
10095,344.3,03/09/2007,Apiai,DIOGENES RIBEIRO DE LIM
12480,412.2,04/09/2007,Fortaleza,NASCIMENTO SATIRO DA SI
12594,450.4,05/09/2007,Pelotas,JOAO ANTUNES ALEXANDRE
10618,537.5,,Nossa Senhora das ,ELIAS LAGES DE MAGALHAE
10035,520.8,07/09/2007,,REGINA DIAS ANTUNES DA 
9725,478,08/09/2007,Sao Bras,LUIZ JOSE DIAS PROF
12132,458.6,09/09/2007,,ANTONIA BAPTISTA CALAZA
10319,515.3,10/09/2007,Sao Paulo,THEREZINHA SACCOMANO PA
9981,408.3,,Sao Paulo,LUIZ DARLY GOMES DE ARA
11620,,12/09/2007,,PAULO FRANCISCO DE ASSI
11105,,,Cachoeiro de Itape,AMBROSINA DE OLIVEIRA M
11106,432.3,14/09/2007,Sao Paulo,DANUZIA DE SANTI PROFA
11795,,15/09/2007,,ANTONIO LUIZ DUARTE
11735,400,16/09/2007,Aracaju,PAULO ARAUJO NOVAES DOU
9934,560.6,17/09/2007,,ANTONIO TONON
11621,703.9,18/09/2007,Rio de Janeiro,JOAO MICHELIN
9781,343.4,19/09/2007,Guarulhos,JOAO CRUZ CORONEL
10555,,20/09/2007,Rio de Janeiro,PEDRO BENTO ALVES
11678,561.3,21/09/2007,Formigueiro,PAULO DELICIO
9827,413.6,22/09/2007,Belo Horizonte,JOSE LEITE PINHEIRO PRO
11679,438,,,JOSE PENNA
10320,532.1,24/09/2007,Montes Claros,AVELINO APARECIDO RIBEI
10491,481.9,25/09/2007,Sao Paulo,JOAO TEIXEIRA DE ARAUJO
10436,414.6,26/09/2007,Nova Santa Rita,BENE ANDRADE DONA
11219,626.2,,Belo Horizonte,HOLAMBRA II
10878,487.7,28/09/2007,Contagem,MATILDE VIEIRA
10879,461.9,29/09/2007,Camaqua,JOSE ESTEVES PREFEITO E
11908,474.3,30/09/2007,,ANIZIO FERRAZ GODINHO P
10880,400.2,01/10/2007,Peruibe,DOMINGOS MINICUCCI FILH
11277,407.8,02/10/2007,Governador Valadar,VALENTIM DO AMARAL
9782,413.7,03/10/2007,,SEBASTIANA DE BARROS DO
10492,421.1,04/10/2007,Mossoro,NAPOLEAO CORULE
11395,,,Registro,MANUEL JOSE CHAVES DR
11622,583.2,06/10/2007,Sao Paulo,JOAO BATISTA DE CAMARGO
